match_number,season,city,venue,gender,match_type,toss_winner,toss_decision,teams,team,over,ballno,batter,bowler,non_striker,runs_batter,runs_extras,runs_total,legbyes,wides,noballs,byes
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,17,98,BB McCullum,AA Noffke,DJ Hussey,0,0,0,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,17,99,BB McCullum,AA Noffke,DJ Hussey,1,0,1,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,17,100,DJ Hussey,AA Noffke,BB McCullum,0,0,0,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,17,101,BB McCullum,Z Khan,DJ Hussey,1,0,1,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,17,102,DJ Hussey,Z Khan,BB McCullum,2,0,2,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,103,DJ Hussey,Z Khan,BB McCullum,1,0,1,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,104,BB McCullum,Z Khan,DJ Hussey,6,0,6,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,105,BB McCullum,Z Khan,DJ Hussey,2,0,2,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,106,BB McCullum,Z Khan,DJ Hussey,2,0,2,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,107,DJ Hussey,AA Noffke,BB McCullum,0,0,0,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,18,108,BB McCullum,AA Noffke,Mohammad Hafeez,1,0,1,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,19,109,Mohammad Hafeez,AA Noffke,BB McCullum,0,0,0,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,19,110,Mohammad Hafeez,AA Noffke,BB McCullum,1,0,1,0,0,0,0
1,2007/08,Bangalore,M Chinnaswamy Stadium,male,T20,Royal Challengers Bangalore,field,"Royal Challengers Bangalore,Kolkata Knight Riders",Kolkata Knight Riders,19,111,BB McCullum,AA Noffke,Mohammad Hafeez,4,0,4,0,0,0,0
