match_number,season,city,venue,gender,umpires,winner,player_of_match,match_type,toss_winner,toss_decision,teams,team,over,ballno,batter,bowler,non_striker,runs_batter,runs_extras,legbyes,wides,noballs,byes,kind,player_out,fielders,runs_total
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,2,5,L Ronchi,Z Khan,ST Jayasuriya,0,0,0,0,0,0,caught,L Ronchi,V Kohli,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,2,6,DJ Thornely,Z Khan,ST Jayasuriya,0,4,4,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,1,ST Jayasuriya,P Kumar,DJ Thornely,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,2,ST Jayasuriya,P Kumar,DJ Thornely,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,3,ST Jayasuriya,P Kumar,DJ Thornely,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,4,ST Jayasuriya,P Kumar,DJ Thornely,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,5,DJ Thornely,P Kumar,ST Jayasuriya,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,3,6,DJ Thornely,P Kumar,ST Jayasuriya,0,1,0,1,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,1,DJ Thornely,P Kumar,ST Jayasuriya,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,2,ST Jayasuriya,Z Khan,DJ Thornely,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,3,ST Jayasuriya,Z Khan,DJ Thornely,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,4,DJ Thornely,Z Khan,ST Jayasuriya,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,5,DJ Thornely,Z Khan,ST Jayasuriya,0,0,0,0,0,0,retired hurt,DJ Thornely,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,4,6,RV Uthappa,Z Khan,ST Jayasuriya,2,0,0,0,0,0,-,-,,2
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,1,RV Uthappa,Z Khan,ST Jayasuriya,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,2,ST Jayasuriya,JH Kallis,RV Uthappa,0,1,0,1,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,3,ST Jayasuriya,JH Kallis,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,4,ST Jayasuriya,JH Kallis,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,5,ST Jayasuriya,JH Kallis,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,5,6,ST Jayasuriya,JH Kallis,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,1,ST Jayasuriya,JH Kallis,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,2,ST Jayasuriya,JH Kallis,RV Uthappa,6,0,0,0,0,0,-,-,,6
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,3,RV Uthappa,Z Khan,ST Jayasuriya,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,4,ST Jayasuriya,Z Khan,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,5,ST Jayasuriya,Z Khan,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,6,6,ST Jayasuriya,Z Khan,RV Uthappa,0,0,0,0,0,0,run out,ST Jayasuriya,Z Khan,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,1,RV Uthappa,Z Khan,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,2,PR Shah,Z Khan,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,3,RV Uthappa,R Vinay Kumar,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,4,PR Shah,R Vinay Kumar,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,5,PR Shah,R Vinay Kumar,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,7,6,RV Uthappa,R Vinay Kumar,PR Shah,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,1,RV Uthappa,R Vinay Kumar,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,2,PR Shah,R Vinay Kumar,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,3,RV Uthappa,B Akhil,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,4,RV Uthappa,B Akhil,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,5,PR Shah,B Akhil,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,8,6,RV Uthappa,B Akhil,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,1,PR Shah,B Akhil,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,2,RV Uthappa,B Akhil,PR Shah,2,0,0,0,0,0,-,-,,2
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,3,PR Shah,JH Kallis,RV Uthappa,0,1,1,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,4,RV Uthappa,JH Kallis,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,5,PR Shah,JH Kallis,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,9,6,RV Uthappa,JH Kallis,PR Shah,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,1,RV Uthappa,JH Kallis,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,2,PR Shah,JH Kallis,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,3,RV Uthappa,R Vinay Kumar,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,4,RV Uthappa,R Vinay Kumar,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,5,PR Shah,R Vinay Kumar,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,10,6,PR Shah,R Vinay Kumar,RV Uthappa,0,1,1,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,1,RV Uthappa,R Vinay Kumar,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,2,RV Uthappa,R Vinay Kumar,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,3,PR Shah,SB Joshi,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,4,RV Uthappa,SB Joshi,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,5,PR Shah,SB Joshi,RV Uthappa,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,11,6,PR Shah,SB Joshi,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,1,RV Uthappa,SB Joshi,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,2,RV Uthappa,SB Joshi,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,3,PR Shah,R Vinay Kumar,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,4,PR Shah,R Vinay Kumar,RV Uthappa,2,0,0,0,0,0,-,-,,2
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,5,PR Shah,R Vinay Kumar,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,12,6,RV Uthappa,R Vinay Kumar,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,1,RV Uthappa,R Vinay Kumar,PR Shah,4,0,0,0,0,0,-,-,,4
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,2,RV Uthappa,R Vinay Kumar,PR Shah,6,0,0,0,0,0,-,-,,6
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,3,PR Shah,SB Joshi,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,4,PR Shah,SB Joshi,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,5,RV Uthappa,SB Joshi,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,13,6,RV Uthappa,SB Joshi,PR Shah,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,1,RV Uthappa,SB Joshi,PR Shah,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,2,PR Shah,SB Joshi,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,3,PR Shah,B Akhil,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,4,PR Shah,B Akhil,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,5,PR Shah,B Akhil,RV Uthappa,0,0,0,0,0,0,caught,PR Shah,V Kohli,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,14,6,RV Uthappa,B Akhil,AM Nayar,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,15,1,AM Nayar,B Akhil,RV Uthappa,0,0,0,0,0,0,-,-,,0
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,15,2,AM Nayar,B Akhil,RV Uthappa,0,1,0,0,0,1,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,15,3,AM Nayar,P Kumar,RV Uthappa,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,15,4,RV Uthappa,P Kumar,AM Nayar,1,0,0,0,0,0,-,-,,1
5,2007/08,Mumbai,Wankhede Stadium,male,"SJ Davis,DJ Harper",Royal Challengers Bangalore,MV Boucher,T20,Mumbai Indians,bat,"Mumbai Indians,Royal Challengers Bangalore",Mumbai Indians,15,5,AM Nayar,P Kumar,RV Uthappa,1,0,0,0,0,0,-,-,,1
