match_number,season,city,venue,gender,umpires,winner,player_of_match,match_type,toss_winner,toss_decision,teams,team,over,ballno,batter,bowler,non_striker,runs_batter,runs_extras,legbyes,wides,noballs,byes,kind,player_out,fielders,runs_total
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,2,5,T Kohli,B Geeves,YK Pathan,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,2,6,YK Pathan,B Geeves,T Kohli,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,1,YK Pathan,B Geeves,T Kohli,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,2,T Kohli,GD McGrath,YK Pathan,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,3,T Kohli,GD McGrath,YK Pathan,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,4,T Kohli,GD McGrath,YK Pathan,0,0,0,0,0,0,caught,T Kohli,M Manhas,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,5,SR Watson,GD McGrath,YK Pathan,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,3,6,SR Watson,GD McGrath,YK Pathan,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,1,SR Watson,GD McGrath,YK Pathan,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,2,YK Pathan,B Geeves,SR Watson,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,3,SR Watson,B Geeves,YK Pathan,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,4,SR Watson,B Geeves,YK Pathan,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,5,SR Watson,B Geeves,YK Pathan,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,4,6,YK Pathan,B Geeves,SR Watson,0,0,0,0,0,0,run out,YK Pathan,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,1,SR Watson,B Geeves,M Kaif,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,2,M Kaif,GD McGrath,SR Watson,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,3,M Kaif,GD McGrath,SR Watson,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,4,M Kaif,GD McGrath,SR Watson,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,5,SR Watson,GD McGrath,M Kaif,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,5,6,SR Watson,GD McGrath,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,1,SR Watson,GD McGrath,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,2,SR Watson,MF Maharoof,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,3,SR Watson,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,4,M Kaif,MF Maharoof,SR Watson,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,5,M Kaif,MF Maharoof,SR Watson,0,1,1,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,6,6,SR Watson,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,1,M Kaif,MF Maharoof,SR Watson,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,2,SR Watson,R Bhatia,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,3,SR Watson,R Bhatia,M Kaif,1,0,0,0,0,0,run out,SR Watson,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,4,M Kaif,R Bhatia,DS Lehmann,2,0,0,0,0,0,-,-,,2
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,5,M Kaif,R Bhatia,DS Lehmann,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,7,6,M Kaif,R Bhatia,DS Lehmann,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,1,M Kaif,R Bhatia,DS Lehmann,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,2,M Kaif,MF Maharoof,DS Lehmann,0,1,1,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,3,DS Lehmann,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,4,M Kaif,MF Maharoof,DS Lehmann,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,5,DS Lehmann,MF Maharoof,M Kaif,0,0,0,0,0,0,lbw,DS Lehmann,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,8,6,RA Jadeja,MF Maharoof,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,1,RA Jadeja,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,2,RA Jadeja,R Bhatia,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,3,RA Jadeja,R Bhatia,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,4,RA Jadeja,R Bhatia,M Kaif,0,1,0,0,0,1,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,5,M Kaif,R Bhatia,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,9,6,RA Jadeja,R Bhatia,M Kaif,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,1,RA Jadeja,R Bhatia,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,2,RA Jadeja,MF Maharoof,M Kaif,0,1,1,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,3,M Kaif,MF Maharoof,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,4,RA Jadeja,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,5,M Kaif,MF Maharoof,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,10,6,RA Jadeja,MF Maharoof,M Kaif,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,1,M Kaif,MF Maharoof,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,2,M Kaif,R Bhatia,RA Jadeja,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,3,M Kaif,R Bhatia,RA Jadeja,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,4,M Kaif,R Bhatia,RA Jadeja,0,0,0,0,0,0,caught,M Kaif,B Geeves,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,5,M Rawat,R Bhatia,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,11,6,RA Jadeja,R Bhatia,M Rawat,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,1,RA Jadeja,R Bhatia,M Rawat,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,2,RA Jadeja,DL Vettori,M Rawat,6,0,0,0,0,0,-,-,,6
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,3,RA Jadeja,DL Vettori,M Rawat,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,4,RA Jadeja,DL Vettori,M Rawat,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,5,M Rawat,DL Vettori,RA Jadeja,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,12,6,M Rawat,DL Vettori,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,1,RA Jadeja,DL Vettori,M Rawat,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,2,M Rawat,R Bhatia,RA Jadeja,0,0,0,0,0,0,bowled,M Rawat,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,3,D Salunkhe,R Bhatia,RA Jadeja,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,4,D Salunkhe,R Bhatia,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,5,RA Jadeja,R Bhatia,D Salunkhe,0,2,0,2,0,0,-,-,,2
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,13,6,D Salunkhe,R Bhatia,RA Jadeja,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,1,D Salunkhe,R Bhatia,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,2,RA Jadeja,R Bhatia,D Salunkhe,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,3,RA Jadeja,B Geeves,D Salunkhe,4,0,0,0,0,0,-,-,,4
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,4,RA Jadeja,B Geeves,D Salunkhe,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,5,D Salunkhe,B Geeves,RA Jadeja,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,14,6,RA Jadeja,B Geeves,D Salunkhe,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,15,1,RA Jadeja,B Geeves,D Salunkhe,1,0,0,0,0,0,-,-,,1
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,15,2,D Salunkhe,B Geeves,RA Jadeja,0,0,0,0,0,0,-,-,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,15,3,RA Jadeja,DL Vettori,D Salunkhe,6,0,0,0,0,0,-,-,,6
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,15,4,RA Jadeja,DL Vettori,D Salunkhe,0,0,0,0,0,0,bowled,RA Jadeja,,0
3,2007/08,Delhi,Feroz Shah Kotla,male,"Aleem Dar,GA Pratapkumar",Delhi Daredevils,MF Maharoof,T20,Rajasthan Royals,bat,"Delhi Daredevils,Rajasthan Royals",Rajasthan Royals,15,5,SK Warne,DL Vettori,D Salunkhe,0,0,0,0,0,0,-,-,,0
